ID;Canonical_Smiles;hlm_clearance[mL.min-1.g-1];rlm_clearance[mL.min-1.g-1];mlm_clearance[mL.min-1.g-1];caco2_PAPP[10^-7cm/s];Set_hlm;Set_rlm;Set_mlm;Set_caco
CHEMBL1224316;CC(C)(C)CCC1(CCNC1)C(=O)c2ccc(Cl)c(Cl)n2;9;;;;Train;;;
CHEMBL1224092;CCCC1(CCCN1)C(=O)c2ccc3[nH]ncc3c2;27;;;;Ext;;;
CHEMBL1224399;Cc1ccc(cc1Cl)C(=O)C2(CCC(C)(C)C)CCNC2;29;;;;Test;;;
CHEMBL1224241;CC(C)(C)CCC1(CCNC1)C(=O)c2cc(Cl)c(Cl)s2;17;;;;Train;;;
CHEMBL1224401;CC(C)(C)CCC1(CCNC1)C(=O)c2cc(F)c(Cl)c(Cl)c2;15;;;;Test;;;
CHEMBL1224239;CC(C)(C)CCC1(CCNC1)C(=O)c2ccc3ccccc3n2;35;;;;Train;;;
CHEMBL1224318;CC(C)(C)CCC1(CCNC1)C(=O)c2cnc(N)c(Cl)c2;26;;;;Train;;;
CHEMBL1224238;CC(C)(C)CCC1(CCNC1)C(=O)c2cc3ccccc3[nH]2;8;;;;Train;;;
CHEMBL1224237;CC(C)(C)CCC1(CCNC1)C(=O)c2cc3ccccc3s2;22;;;;Train;;;
CHEMBL1224491;CCOCC1(CCNC1)C(=O)c2cc(F)c3[nH]ccc3c2;10;;;;Train;;;
CHEMBL1224094;CC(C)(C)CCC1(CCCN1)C(=O)c2ccc3[nH]ncc3c2;54;;;;Train;;;
CHEMBL1224091;CC(C)OCC1(CCCN1)C(=O)c2ccc(N)c(Cl)c2;14;;;;Test;;;
CHEMBL1224165;CCCC1(CCCN1)C(=O)c2cc(F)c3[nH]ccc3c2;21;;;;Train;;;
CHEMBL1256404;CC(O)(c1ccc(Cl)cc1Cl)c2nc3ccccc3s2;66;;;;Test;;;
CHEMBL1256367;Cc1ccc(c(C)c1)C(C)(O)c2nc3ccccc3s2;396;;;;Train;;;
CHEMBL1256301;CC(O)(c1ccc(Cl)cc1)c2nc3ccccc3s2;200;;;;Ext;;;
CHEMBL1257964;CC(C)N1CCC(CC1)Oc2ccc3c(c2)cc4C(=O)NC[C@H](C)n34;4;;;;Train;;;
CHEMBL1257850;CC(C)N1CCC(CC1)Oc2ccc3c(c2)cc4C(=O)N[C@@H](C)Cn34;3;;;;Train;;;
CHEMBL1258889;NC(=O)c1c2CCOCc2sc1NC(=O)Cn3nc(c4CCCCc34)C(F)(F)F;270;;;;Train;;;
CHEMBL1255618;CSc1nncc(n1)c2cnnc(SC)n2;105,4;;;;Train;;;
CHEMBL1255727;CCc1nncc(n1)c2cnnc(CC)n2;11,7;;;;Train;;;
CHEMBL1258589;Cc1cc(cc(Cl)c1Nc2nc(NC3CCN(CC3)c4cccc(c4)C(=O)N)ncc2Br)C#N;418;;;;Train;;;
CHEMBL1258478;Cc1cc(cc(C)c1Nc2nc(NC3CCN(CC3)c4cccc(c4)C(=O)N)ncc2Br)C#N;42;;;;Train;;;
CHEMBL1171403;Cc1cc(cc(C)c1Oc2nc(NC3CCN(Cc4ccc(cc4Cl)S(=O)(=O)N)CC3)ncc2Br)C#N;151;;;;Train;;;
CHEMBL1258135;Cc1cnc(NC2CCN(CC2)c3cccc(c3)C(=O)N)nc1Oc4c(C)cc(cc4Cl)C#N;580;;;;Ext;;;
CHEMBL1257665;Cc1cnc(NC2CCN(CC2)c3cccc(c3)C(=O)N)nc1Oc4c(C)cc(cc4C)C#N;730;;;;Train;;;
CHEMBL1258477;Cc1cc(cc(C)c1Nc2ccnc(NC3CCN(CC3)c4cccc(c4)C(=O)N)n2)C#N;31;;;;Train;;;
CHEMBL1257905;Cc1cc(cc(Cl)c1Oc2ccnc(NC3CCN(CC3)c4cccc(c4)C(=O)N)n2)C#N;274;;;;Train;;;
CHEMBL1258364;Cc1cc(cc(F)c1Oc2nc(NC3CCN(CC3)c4cccc(c4)C(=O)N)ncc2Br)C#N;82;;;;Test;;;
CHEMBL308954;Cc1cc(cc(C)c1Oc2nc(Nc3ccc(cc3)C#N)nc(N)c2Br)C#N;29;;;;Train;;;
CHEMBL3084778;CN1[C@@H]2CCC[C@H]1C[C@@H](C2)NC(=O)c3cccc4oc(nc34)C5CC5;23,5;;;;Train;;;
CHEMBL1271520;O=C(N[C@@H]1CN2CCC1CC2)c3cccc4oc(nc34)N5CCOCC5;0,6;;;;Train;;;
CHEMBL46;Cc1nccn1CC2CCc3c(C2=O)c4ccccc4n3C;6,13;;;;Train;;;
CHEMBL1272232;Nc1oc2cc(Cl)cc(C(=O)N[C@@H]3CN4CCC3CC4)c2n1;3;;;;Train;;;
CHEMBL1272016;COc1ccccc1c2oc3cccc(C(=O)N[C@@H]4CN5CCC4CC5)c3n2;10,1;;;;Ext;;;
CHEMBL1272178;Nc1oc2cccc(C(=O)N[C@@H]3CN4CCC3CC4)c2n1;2;;;;Train;;;
CHEMBL3084776;C[C@H]1CNC[C@H](C)N1c2oc3cccc(C(=O)N[C@@H]4C[C@H]5CCC[C@@H](C4)N5C)c3n2;2;;;;Train;;;
CHEMBL1110;Cc1[nH]cnc1CN2CCc3c(C2=O)c4ccccc4n3C;3;;;;Train;;;
CHEMBL3084777;COc1ccccc1c2oc3cccc(C(=O)N[C@@H]4C[C@H]5CCC[C@@H](C4)N5C)c3n2;2,8;;;;Train;;;
CHEMBL3084761;CN1[C@@H]2CCC[C@H]1C[C@@H](C2)NC(=O)c3cccc4oc(nc34)N5CCOCC5;1;;;;Train;;;
CHEMBL1272072;O=C(N[C@@H]1CN2CCC1CC2)c3cccc4oc(nc34)C5CC5;4,5;;;;Train;;;
CHEMBL1271496;Cc1nc2ccncc2n1C3C[C@H]4CC[C@@H](C3)N4CC[C@H](NC(=O)C5CCS(=O)(=O)CC5)c6cccc(F)c6;8;;;;Train;;;
CHEMBL1271995;Cc1nc2ccccc2n1C3C[C@H]4CC[C@@H](C3)N4CC[C@H](NC(=O)C5CCS(=O)(=O)CC5)c6cccc(F)c6;23;;;;Train;;;
CHEMBL1272314;Cc1nc2ccncc2n1C3C[C@H]4CC[C@@H](C3)N4CCC(NC(=O)C5CCS(=O)CC5)c6cccc(F)c6;50;;;;Train;;;
CHEMBL1269337;CCc1nc2ccccc2n1C3C[C@H]4CC[C@@H](C3)N4CC[C@H](NC(=O)C5CCS(=O)(=O)CC5)c6cccc(F)c6;25;;;;Train;;;
CHEMBL1269334;CCc1nc2ccccc2n1C3C[C@H]4CC[C@@H](C3)N4CCC(NC(=O)C5CCS(=O)CC5)c6cccc(F)c6;89;;;;Train;;;
CHEMBL1269335;Cc1nc2ccc(F)cc2n1C3C[C@H]4CC[C@@H](C3)N4CC[C@H](NC(=O)C5CCS(=O)(=O)CC5)c6cccc(F)c6;10;;;;Train;;;
CHEMBL1269333;Cc1nc2cc(F)ccc2n1C3C[C@H]4CC[C@@H](C3)N4CCC(NC(=O)C5CCS(=O)CC5)c6cccc(F)c6;93;;;;Train;;;
CHEMBL1269336;Cc1nc2cc(F)ccc2n1C3C[C@H]4CC[C@@H](C3)N4CC[C@H](NC(=O)C5CCS(=O)(=O)CC5)c6cccc(F)c6;14;;;;Train;;;
CHEMBL1277708;Cc1cc(ccc1O)c2ccc(s2)C(=O)c3cccc(O)c3;13,8;;;;Train;;;
CHEMBL52440;COc1ccc2C[C@H]3[C@H]4CCCC[C@@]4(CCN3C)c2c1;10,7;;;;Train;;;
CHEMBL1277885;Cc1cc(ccc1O)c2ncc(s2)C(=O)c3cccc(O)c3;17;;;;Train;;;
CHEMBL1277801;Oc1cccc(c1)C(=O)c2ccc(s2)c3ccc(O)c(Cl)c3;12,9;;;;Train;;;
CHEMBL1290548;Clc1cccc(c1)N2CCN(CC2)C(=O)COCc3ccccc3;310;;;;Train;;;
CHEMBL1290108;Clc1ccc(N2CCN(CC2)C(=O)COCc3ccccn3)c(Cl)c1;94;;;;Test;;;
CHEMBL1290218;Clc1ccc(N2CCN(CC2)C(=O)COCc3ccncn3)c(Cl)c1;17;;;;Ext;;;
CHEMBL1289466;Clc1ccc(C2CCN(CC2)C(=O)COCc3ccncc3)c(Cl)c1;96;;;;Test;;;
CHEMBL1289232;Cc1cc(Cl)ccc1N2CCN(CC2)C(=O)COCc3ccncc3;68;;;;Train;;;
CHEMBL1290331;Clc1ccc(N2CCN(CC2)C(=O)COCc3cscn3)c(Cl)c1;62;;;;Ext;;;
CHEMBL1290444;Clc1ccc(N2CCN(CC2)C(=O)COCc3ccc(C#N)s3)c(Cl)c1;110;;;;Train;;;
CHEMBL1289465;Fc1ccc(C2CCN(CC2)C(=O)COCc3ccncc3)c(Cl)c1;56;;;;Ext;;;
CHEMBL1290443;Clc1ccc(N2CCN(CC2)C(=O)COCc3cccs3)c(Cl)c1;360;;;;Train;;;
CHEMBL1289349;Clc1ccc(cc1)C2CCN(CC2)C(=O)COCc3ccncc3;41;;;;Train;;;
CHEMBL1290332;Clc1ccc(N2CCN(CC2)C(=O)COCc3cncs3)c(Cl)c1;73;;;;Train;;;
CHEMBL1289113;Fc1ccc(N2CCN(CC2)C(=O)COCc3ccncc3)c(Cl)c1;29;;;;Train;;;
CHEMBL1290547;Clc1ccccc1N2CCN(CC2)C(=O)COCc3ccccc3;540;;;;Test;;;
CHEMBL1290109;Clc1ccc(N2CCN(CC2)C(=O)COCc3cccnc3)c(Cl)c1;210;;;;Train;;;
CHEMBL1290670;Fc1ccc(N2CCN(CC2)C(=O)COCc3ccccc3)c(F)c1;580;;;;Ext;;;
CHEMBL1289233;Clc1ccc(N2CCN(CC2)C(=O)COCc3ccncc3)c(Cl)c1;76;;;;Train;;;
CHEMBL1289348;Clc1ccnc(c1)N2CCN(CC2)C(=O)COCc3ccncc3;4;;;;Train;;;
CHEMBL1290786;Fc1ccc(N2CCN(CC2)C(=O)COCc3ccccc3)c(Cl)c1;530;;;;Train;;;
CHEMBL1289114;Fc1cc(Cl)ccc1N2CCN(CC2)C(=O)COCc3ccncc3;38;;;;Train;;;
CHEMBL1290549;Clc1ccc(cc1)N2CCN(CC2)C(=O)COCc3ccccc3;290;;;;Train;;;
CHEMBL1290669;Clc1ccc(N2CCN(CC2)C(=O)COCc3ccccc3)c(Cl)c1;450;;;;Train;;;
CHEMBL1289112;Clc1ccc(cc1)N2CCN(CC2)C(=O)COCc3ccncc3;17;;;;Train;;;
CHEMBL1290330;Clc1ccc(N2CCN(CC2)C(=O)COCc3ncccn3)c(Cl)c1;16;;;;Train;;;
CHEMBL1289347;Fc1ccc(N2CCN(CC2)C(=O)COCc3ccncc3)c(F)c1;22;;;;Train;;;
CHEMBL1289574;FC1(CCN(CC1)C(=O)COCc2ccncc2)c3ccc(Cl)cc3;45;;;;Train;;;
CHEMBL1290217;Clc1ccc(N2CCN(CC2)C(=O)COCc3cnccn3)c(Cl)c1;4;;;;Ext;;;
CHEMBL1290668;Fc1ccc(cc1)N2CCN(CC2)C(=O)COCc3ccccc3;110;;;;Train;;;
CHEMBL1290442;Clc1ccc(N2CCN(CC2)C(=O)COCc3nccs3)c(Cl)c1;80;;;;Train;;;
CHEMBL1290787;Clc1ccnc(c1)N2CCN(CC2)C(=O)COCc3ccccc3;130;;;;Train;;;
CHEMBL1645399;C[C@@H](NS(=O)(=O)c1c(C)onc1C)c2ccc(cc2)c3cccnc3OC(F)F;270;;;;Train;;;
CHEMBL1644461;CC(C)[C@H](C[C@H](O)[C@H](COCc1ccccc1)NC(=O)c2cc(cc(c2)C(=O)N[C@H](C)c3ccccc3)N(C)S(=O)(=O)C)C(=O)N[C@@H](C(C)C)C(=O)NCc4ccccc4;260;;;;Train;;;
CHEMBL1644463;CC(C)S[C@H](NC(=O)[C@@H](C[C@H](O)[C@@H]1COCc2cccc(c2)C(NC(=O)c3cc(cc(c3)C(=O)N1)N(C)S(=O)(=O)C)c4ccccc4)C(C)C)C(=O)NCc5ccccc5;110;;;;Train;;;
CHEMBL1643881;O=C1N(Cc2[nH]nc3cccc1c23)[C@H]4CN5CCC4CC5;7,3;;;;Train;;;
CHEMBL1643883;Cn1nc2CN([C@H]3CN4CCC3CC4)C(=O)c5cccc1c25;3,8;;;;Train;;;
CHEMBL1643880;Oc1c(cnc2ccsc12)C(=O)N[C@H]3CN4CCC3CC4;24;;;;Train;;;
CHEMBL1649921;CC(C)C(=O)N1CCc2nc(C)n([C@H]3C[C@H]4CC[C@@H](C3)N4CC[C@H](NC(=O)C)c5ccccc5)c2C1;42;;;;Train;;;
CHEMBL1649920;CCC(=O)N1CCc2nc(C)n([C@H]3C[C@H]4CC[C@@H](C3)N4CC[C@H](NC(=O)C)c5ccccc5)c2C1;7;;;;Train;;;
CHEMBL1649919;CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@H](C2)n3c(C)nc4CCN(Cc34)C(=O)C)c5ccccc5;7;;;;Test;;;
CHEMBL1649911;CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@H](C2)n3c(C)nc4CN(CCc34)C(=O)C)c5cccc(F)c5;8;;;;Train;;;
CHEMBL1649917;CC(C)N1CCc2nc(C)n([C@H]3C[C@H]4CC[C@@H](C3)N4CC[C@H](NC(=O)C)c5ccccc5)c2C1;46;;;;Ext;;;
CHEMBL1649929;CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@H](C2)n3c(C)nc4CN(CCc34)c5cnccn5)c6cccc(F)c6;183;;;;Test;;;
CHEMBL1649918;CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@H](C2)n3c(C)nc4CCN(Cc34)S(=O)(=O)C)c5ccccc5;24;;;;Train;;;
CHEMBL1649916;CN1CCc2nc(C)n([C@H]3C[C@H]4CC[C@@H](C3)N4CC[C@H](NC(=O)C)c5ccccc5)c2C1;7;;;;Train;;;
CHEMBL1086721;CCc1ccc2c(C)nc(NC3=NC(=CC(C)(C)N3)C)nc2c1;90;;;;Ext;;;
CHEMBL1652422;CCc1ccc2c(C)nc(NC3=NC(C)(C)CC(=N3)C)nc2c1;90;;;;Train;;;
CHEMBL1098695;CN1C2CCC1CC(=NOC(c3ccccc3)c4ccc(Cl)cc4)C2;31;;;;Test;;;
CHEMBL1642362;Fc1cc2nc(c3ccc(Cl)cc3)n([C@@H](C4CCCCC4)C(=O)NC5CCCCC5)c2cc1Cl;137;;;;Test;;;
CHEMBL1668259;OC(=O)c1ccc(NC(=O)[C@H](C2CCCCC2)n3c(nc4ccccc34)c5ccc(Cl)cc5)c(c1)C(F)(F)F;12;;;;Train;;;
CHEMBL1668239;O[C@@H]1CC[C@H](CC1)NC(=O)[C@H](C2CCCCC2)n3c(nc4cc(F)c(F)cc34)c5ccc(Cl)cc5;30;;;;Train;;;
CHEMBL1668243;OC(=O)c1ccc(NC(=O)[C@H](C2CCCCC2)n3c(nc4cc(F)c(F)cc34)c5ccc(Cl)cc5)c(Cl)c1;31;;;;Test;;;
CHEMBL1668257;Fc1cc2nc(c3ccc(Cl)cc3)n([C@@H](C4CCCCC4)C(=O)Nc5ccc(cc5F)c6nn[nH]n6)c2cc1F;12;;;;Train;;;
CHEMBL1668261;COc1ccc(c(OC)n1)c2nc3cc(F)c(F)cc3n2[C@@H](C4CCCCC4)C(=O)N[C@@H]5CC[C@H](CC5)C(=O)O;1;;;;Train;;;
CHEMBL1615150;Cc1cc(ccc1NC(=O)[C@H](C2CCCCC2)n3c(nc4cc(F)c(F)cc34)c5ccc(Cl)cc5)C(=O)O;12;;;;Train;;;
CHEMBL1668238;Fc1cc2nc(c3ccc(Cl)cc3)n([C@@H](C4CCCCC4)C(=O)NC5CCCCC5)c2cc1F;221;;;;Train;;;
CHEMBL1615153;OC(=O)c1ccc(NC(=O)[C@H](C2CCCCC2)n3c(nc4cc(F)c(F)cc34)c5ccc(Cl)cc5)cc1;8;;;;Train;;;
CHEMBL1668262;COc1ccc(c(Cl)n1)c2nc3cc(F)c(F)cc3n2[C@@H](C4CCCCC4)C(=O)N[C@@H]5CC[C@H](CC5)C(=O)O;4;;;;Train;;;
CHEMBL1668240;OC(=O)[C@@H]1CC[C@H](CC1)NC(=O)[C@H](C2CCCCC2)n3c(nc4cc(F)c(F)cc34)c5ccc(Cl)cc5;5;;;;Train;;;
CHEMBL1615152;OC(=O)c1ccc(NC(=O)[C@H](C2CCCCC2)n3c(nc4cc(F)c(F)cc34)c5ccc(Cl)cc5)c(F)c1;9;;;;Train;;;
CHEMBL1683447;C[C@@H](CC(C)(CS(=O)(=O)N1CCC(CCc2ccc(Cl)cc2Cl)CC1)N(O)C=O)c3ncc(F)cn3;6,9;;;;Train;;;
CHEMBL1615186;C[C@@H](CC(C)(CS(=O)(=O)N1CCC(CC1)OCc2ccc(Cl)cc2Cl)N(O)C=O)c3ncc(F)cn3;107;;;;Ext;;;
CHEMBL1683446;C[C@@H](CC(C)(CS(=O)(=O)N1CCN(CCc2ccc(Cl)cc2Cl)CC1)N(O)C=O)c3ncc(F)cn3;54;;;;Train;;;
CHEMBL1682939;CC[C@H](NC(=O)c1c(c(nc2ccccc12)c3ccccc3)S(=O)C)c4ccccc4;23;;;;Train;;;
CHEMBL1682949;CC[C@H](NC(=O)c1c(c(nc2ccccc12)c3cccs3)S(=O)C)c4ccccc4;220;;;;Test;;;
"CHEMBL1682942;CHEMBL1682943";CC[C@H](NC(=O)c1c(CS(=O)C)c(nc2ccccc12)c3ccccc3)c4ccccc4;6,8;;;;Train;;;
CHEMBL1682950;CC[C@H](NC(=O)c1c(c(nc2ccccc12)c3ccsc3)S(=O)C)c4ccccc4;190;;;;Test;;;
CHEMBL1683578;Cn1ccc(NC(=O)c2cn(Cc3cccc(c3)C(F)(F)F)cn2)n1;8;;;;Train;;;
CHEMBL1683587;Cn1ccc(NC(=O)c2cn(Cc3ccc(Cl)c(c3)C(F)(F)F)nn2)n1;8;;;;Train;;;
CHEMBL1683577;Cc1c(ncn1Cc2cccc(c2)C(F)(F)F)C(=O)Nc3ccn(C)n3;8;;;;Test;;;
CHEMBL1689124;CCC[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c3ccccc3;11;;;;Train;;;
CHEMBL1689134;C[C@H]1CN(Cc2cc(Cl)ccc2OC(C)(C)C(=O)O)CCN1S(=O)(=O)c3ccccc3;4;;;;Test;;;
CHEMBL1689133;C[C@H](Oc1ccc(Cl)cc1CN2CCN([C@@H](C)C2)C(=O)Cc3ccc(Cl)cc3)C(=O)O;3;;;;Train;;;
CHEMBL1689112;OC(=O)COc1ccc(cc1CN2CCN(CC2)C(=O)c3ccccc3)C(F)(F)F;4,85;;;;Train;;;
CHEMBL1689117;OC(=O)COc1ccc(Cl)cc1CN2CCN(CC2)S(=O)(=O)c3ccc(F)cc3;11;;;;Test;;;
CHEMBL1689129;C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc3ccccc3Cl;7;;;;Train;;;
CHEMBL1689115;OC(=O)COc1ccc(Cl)cc1CN2CCCN(CC2)S(=O)(=O)Cc3ccccc3;5;;;;Ext;;;
CHEMBL1689131;C[C@H]1CN(Cc2cc(ccc2OCC(=O)O)C(F)(F)F)CCN1C(=O)Cc3ccc(F)cc3;3;;;;Train;;;
CHEMBL1689123;CC[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c3ccccc3;9;;;;Train;;;
CHEMBL1689120;C[C@@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c3ccccc3;8;;;;Train;;;
CHEMBL1689119;C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c3ccccc3;5;;;;Train;;;
CHEMBL1689127;C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc3ccc(F)cc3;3;;;;Train;;;
CHEMBL1689110;OC(=O)COc1ccc(cc1CN2CCN(CC2)S(=O)(=O)c3ccccc3)C(F)(F)F;6,165;;;;Test;;;
CHEMBL1689130;C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc3cccc(Cl)c3;3;;;;Ext;;;
CHEMBL1689125;C[C@@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)C[C@H](C)N1C(=O)Cc3ccccc3;3;;;;Ext;;;
CHEMBL1689126;C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc3ccccc3;3;;;;Train;;;
CHEMBL1689136;C[C@H]1CN(Cc2cc(Cl)ccc2CCC(=O)O)CCN1C(=O)Cc3ccccc3;3;;;;Test;;;
CHEMBL1689111;OC(=O)COc1ccc(Cl)cc1CN2CCN(CC2)S(=O)(=O)Cc3ccccc3;5;;;;Train;;;
CHEMBL1689138;C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)NS(=O)(=O)C)CCN1S(=O)(=O)Cc3ccccc3;9;;;;Train;;;
CHEMBL1689135;C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1C(=O)Cc3ccc(Cl)cc3;3,5;;;;Train;;;
CHEMBL1689114;OC(=O)COc1ccc(Cl)cc1CN2CCCN(CC2)S(=O)(=O)c3ccccc3;3;;;;Train;;;
CHEMBL1689137;C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1S(=O)(=O)Cc3ccccc3;3;;;;Ext;;;
CHEMBL1689132;C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)C(C)(C)c3ccc(Cl)cc3;3;;;;Train;;;
CHEMBL1689122;CC1CN(CCN1Cc2cc(Cl)ccc2OCC(=O)O)S(=O)(=O)c3ccccc3;3;;;;Train;;;
CHEMBL1689116;OC(=O)COc1ccc(Cl)cc1CN2CCC(CC2)S(=O)(=O)c3ccccc3;3;;;;Train;;;
CHEMBL1762813;CCc1sc(nc1CN(C)CCO)c2cn(CC3CCOCC3)c4c(Cl)cccc24;79;;;;Train;;;
CHEMBL1760654;Cc1ccc(C)c(Cn2c(cc3cc(ccc23)C#N)C(=O)NCC(C)(C)CO)c1;257;;;;Train;;;
CHEMBL1760660;Cc1ccc(F)cc1Cn2c(cc3cc(ccc23)C#N)C(=O)NCC4(CO)CCC4;190;;;;Train;;;
CHEMBL1760661;COc1ccc(OC(F)(F)F)cc1Cn2c(cc3cc(ccc23)C#N)C(=O)NCC(C)(C)O;6;;;;Test;;;
CHEMBL1760658;COc1ccc(cc1Cn2c(cc3cc(ccc23)C#N)C(=O)NCC4(CO)CC4)C(C)(C)C;188;;;;Train;;;
CHEMBL1760666;OC(CCNC(=O)c1cc2cc(ccc2n1Cc3cccc(OC(F)(F)F)c3)C#N)C(F)(F)F;59;;;;Train;;;
CHEMBL1760647;CCOc1ccc(OC(F)(F)F)cc1Cn2c(cc3cc(ccc23)C#N)C(=O)NCC(C)(C)CO;103;;;;Train;;;
CHEMBL1760665;CC(O)CCNC(=O)c1cc2cc(ccc2n1Cc3cccc(OC(F)(F)F)c3)C#N;113;;;;Train;;;
CHEMBL1760657;COc1ccc(cc1Cn2c(cc3cc(ccc23)C#N)C(=O)NCC4(CO)CC4)C(F)(F)F;155;;;;Test;;;
CHEMBL1760656;COc1ccc(OC(F)(F)F)cc1Cn2c(cc3cc(ccc23)C#N)C(=O)NCC4(CO)CC4;139;;;;Train;;;
CHEMBL1760651;COc1ccc(C)cc1Cn2c(cc3cc(ccc23)C#N)C(=O)NCC(C)(C)CO;191;;;;Train;;;
CHEMBL1760648;CC(C)(CO)CNC(=O)c1cc2cc(ccc2n1Cc3cc(Cl)cc(Cl)c3)C#N;103;;;;Train;;;
CHEMBL1760649;COc1ccc(Cl)cc1Cn2c(cc3cc(ccc23)C#N)C(=O)NCC(C)(C)CO;83;;;;Train;;;
CHEMBL1760659;COc1ccc(Cl)cc1Cn2c(cc3cc(ccc23)C#N)C(=O)NCC4(CO)CCC4;196;;;;Train;;;
CHEMBL1760655;CCCOc1cccc(Cn2c(cc3cc(ccc23)C#N)C(=O)NCC(C)(C)CO)c1;156;;;;Ext;;;
CHEMBL1760650;COc1ccc(Br)cc1Cn2c(cc3cc(ccc23)C#N)C(=O)NCC(C)(C)CO;104;;;;Train;;;
CHEMBL1760644;CC(O)C1(CNC(=O)c2cc3cc(ccc3n2Cc4cccc(OC(F)(F)F)c4)C#N)CCCC1;505;;;;Train;;;
CHEMBL1760645;CC(C)(CO)CNC(=O)c1cc2cc(ccc2n1Cc3cccc(OC(F)(F)F)c3)C#N;62;;;;Train;;;
CHEMBL1760663;CC(C)(O)CCNC(=O)c1cc2cc(ccc2n1Cc3cccc(OC(F)(F)F)c3)C#N;9;;;;Test;;;
CHEMBL1760668;COc1ccc(cc1Cn2c(cc3cc(ccc23)C#N)C(=O)NCCC4(O)CCC4)C(F)(F)F;88;;;;Train;;;
CHEMBL1760653;Cc1ccc(Cl)cc1Cn2c(cc3cc(ccc23)C#N)C(=O)NCC(C)(C)CO;119;;;;Train;;;
CHEMBL1760652;Cc1ccc(cc1Cn2c(cc3cc(ccc23)C#N)C(=O)NCC(C)(C)CO)C(F)(F)F;180;;;;Train;;;
CHEMBL1760667;OC(CCNC(=O)c1cc2cc(ccc2n1Cc3cccc(OC(F)(F)F)c3)C#N)(C(F)(F)F)C(F)(F)F;20;;;;Train;;;
CHEMBL1760669;OC1(CCNC(=O)c2cc3cc(ccc3n2Cc4cccc(OC(F)(F)F)c4)C#N)CCC1;78;;;;Ext;;;
CHEMBL1760662;COc1ccc(cc1Cn2c(cc3cc(ccc23)C#N)C(=O)NCC(C)(C)O)C(F)(F)F;7;;;;Ext;;;
CHEMBL1760670;COc1ccc(Br)cc1Cn2c(cc3cc(ccc23)C#N)C(=O)NCCCO;41;;;;Train;;;
CHEMBL1761691;O[C@H]1CCC[C@H](C1)NC(=O)c2noc(c2CNC3CC3)c4ccc(cc4)C(F)(F)F;17;;;;Test;;;
CHEMBL1760428;CCCCN(c1cccc(c1Cl)c2ccc(cc2)C(F)(F)F)S(=O)(=O)c3ccc(OC(C)C(=O)O)c(C)c3C;18;;;;Train;;;
CHEMBL1760005;CCCCN(c1cccc(c1Cl)c2ccc(OC(F)(F)F)cc2)S(=O)(=O)c3ccc(OC(C)C(=O)O)c(C)c3C;28;;;;Train;;;
CHEMBL1091809;CCc1ccc(Cc2cc(ccc2C)[C@@H]3OC4(CNC4)[C@@H](O)[C@H](O)[C@H]3O)cc1;32;;;;Test;;;
CHEMBL1090058;COc1ccc(Cc2cc(ccc2C)[C@@H]3OC4(COC4)[C@@H](O)[C@H](O)[C@H]3O)cc1;12;;;;Train;;;
CHEMBL1770243;COc1ccc(Cc2cc(ccc2C)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1;8;;;;Train;;;
CHEMBL1770244;COc1ccc(Cc2cc(ccc2C)[C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)cc1;8;;;;Train;;;
CHEMBL1770245;CCOc1ccc(Cc2cc(ccc2C)[C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)cc1;8,9;;;;Ext;;;
CHEMBL1770246;COc1ccc(Cc2cc(ccc2Cl)[C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)cc1;9,2;;;;Test;;;
CHEMBL1770247;COc1ccc(Cc2cc(ccc2Cl)[C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@@H]4O)cc1;15;;;;Train;;;
CHEMBL589305;COc1ccc(Cc2cc(ccc2Cl)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc1;9;;;;Train;;;
