accession_number,description,similar_entities,author,title,journal_reference,pmid,group,subgroup
AURR980118,"Normalized positional residue frequency at helix termini C"" (Aurora-Rose, 1998)",[],"Aurora, R. and Rose, G.",Helix capping,"Protein Science 7, 21-38 (1998)",PMID:9514257,indices,"A,alpha and turn propensities"
AURR980119,"Normalized positional residue frequency at helix termini C""' (Aurora-Rose, 1998)","[('MUNV940104', 0.804)]","Aurora, R. and Rose, G.",Helix capping,"Protein Science 7, 21-38 (1998)",PMID:9514257,indices,"A,alpha and turn propensities"
AURR980120,"Normalized positional residue frequency at helix termini C4' (Aurora-Rose, 1998)",[],"Aurora, R. and Rose, G.",Helix capping,"Protein Science 7, 21-38 (1998)",PMID:9514257,indices,"A,alpha and turn propensities"
ONEK900101,"Delta G values for the peptides extrapolated to 0 M urea (O'Neil-DeGrado, 1990)","[('BLAM930101', 0.965), ('BUNA790101', 0.902), ('ROBB760103', 0.878), ('QIAN880108', 0.866), ('PTIO830101', 0.847), ('ROBB760104', 0.844), ('QIAN880109', 0.824), ('FAUJ880113', 0.82), ('MUNV940105', -0.839), ('RACS820114', -0.88), ('GEOR030109', -0.884), ('MUNV940101', -0.89), ('AVBF000104', -0.899), ('MUNV940102', -0.91), ('FINA910102', -0.92), ('ONEK900102', -0.982)]","O'Neil, K.T. and DeGrado, W.F.",A thermodynamic scale for the helix-forming tendencies of the commonly occurring amino acids,"Science 250, 646-651 (1990)",PMID:2237415,indices,"A,alpha and turn propensities"
ONEK900102,"Helix formation parameters (delta delta G) (O'Neil-DeGrado, 1990)","[('FINA910102', 0.964), ('AVBF000104', 0.919), ('GEOR030109', 0.908), ('MUNV940105', 0.876), ('MUNV940101', 0.861), ('MUNV940102', 0.86), ('RACS820114', 0.855), ('MUNV940104', 0.845), ('ISOY800104', 0.828), ('TANS770104', 0.826), ('QIAN880109', -0.8), ('PTIO830101', -0.83), ('FAUJ880113', -0.839), ('QIAN880108', -0.86), ('ROBB760104', -0.861), ('ROBB760103', -0.867), ('BUNA790101', -0.949), ('BLAM930101', -0.974), ('ONEK900101', -0.982)]","O'Neil, K.T. and DeGrado, W.F.",A thermodynamic scale for the helix-forming tendencies of the commonly occurring amino acids,"Science 250, 646-651 (1990)",PMID:2237415,indices,"A,alpha and turn propensities"
VINM940101,"Normalized flexibility parameters (B-values), average (Vihinen et al., 1994)","[('MIYS990104', 0.965), ('MIYS990105', 0.952), ('MIYS990103', 0.951), ('VINM940102', 0.94), ('OOBM770103', 0.936), ('GUYH850102', 0.924), ('VINM940103', 0.921), ('FUKS010104', 0.919), ('PARS000101', 0.919), ('FASG890101', 0.904), ('MEIH800101', 0.9), ('KRIW790101', 0.89), ('KARP850102', 0.885), ('MIYS990102', 0.883), ('MIYS990101', 0.88), ('PARS000102', 0.877), ('FUKS010102', 0.876), ('MEIH800102', 0.872), ('GRAR740102', 0.869), ('CORJ870108', 0.862), ('GUYH850103', 0.86), ('HOPT810101', 0.859), ('KRIW790102', 0.853), ('PUNT030102', 0.85), ('RACS770102', 0.844), ('PARJ860101', 0.837), ('RACS770101', 0.835), ('WOEC730101', 0.834), ('RACS770103', 0.83), ('GUYH850101', 0.829), ('FUKS010103', 0.827), ('KARP850101', 0.821), ('VINM940104', 0.815), ('LEVM760101', 0.815), ('MUNV940103', 0.811), ('PUNT030101', 0.805), ('PALJ810104', -0.801), ('WIMW960101', -0.804), ('DESM900101', -0.806), ('NADH010105', -0.808), ('CORJ870102', -0.817), ('SWER830101', -0.817), ('ROSM880105', -0.818), ('GEIM800107', -0.819), ('QIAN880120', -0.823), ('CORJ870104', -0.826), ('QIAN880121', -0.828), ('LIFS790103', -0.829), ('DESM900102', -0.829), ('CHOP780202', -0.831), ('ZHOH040101', -0.833), ('LIFS790101', -0.834), ('MANP780101', -0.836), ('CIDH920103', -0.837), ('CORJ870103', -0.848), ('CIDH920101', -0.854), ('ROBB790101', -0.858), ('NADH010102', -0.859), ('MEIH800103', -0.861), ('BASU050101', -0.867), ('FAUJ830101', -0.871), ('CIDH920102', -0.872), ('CORJ870105', -0.873), ('CORJ870107', -0.877), ('PONP800103', -0.878), ('PONP800101', -0.878), ('CORJ870106', -0.881), ('CIDH920104', -0.883), ('MIYS850101', -0.883), ('PONP800102', -0.883), ('CIDH920105', -0.885), ('NADH010103', -0.889), ('PONP800108', -0.891), ('NADH010104', -0.891), ('BAEK050101', -0.896), ('BASU050103', -0.902), ('BASU050102', -0.904), ('RADA880108', -0.906), ('PONP930101', -0.913), ('NISK800101', -0.922), ('ZHOH040103', -0.922), ('CORJ870101', -0.924), ('BIOV880102', -0.929), ('WERD780101', -0.931), ('BIOV880101', -0.941), ('ROSG850102', -0.943), ('CASG920101', -0.947), ('NISK860101', -0.959)]","Vihinen, M., Torkkila, E. and Riikonen, P.",Accuracy of protein flexibility predictions,"Proteins 19, 141-149 (1994)",PMID:8090708,indices,"O,Other properties"
VINM940102,"Normalized flexibility parameters (B-values) for each residue surrounded by none rigid neighbours (Vihinen et al., 1994)","[('VINM940101', 0.94), ('MIYS990104', 0.922), ('PARS000101', 0.917), ('GUYH850102', 0.905), ('MIYS990103', 0.895), ('MIYS990105', 0.891), ('OOBM770103', 0.891), ('GUYH850103', 0.875), ('KARP850101', 0.874), ('FUKS010103', 0.864), ('VINM940103', 0.855), ('MIYS990102', 0.842), ('MIYS990101', 0.841), ('GRAR740102', 0.837), ('FASG890101', 0.836), ('KARP850102', 0.834), ('KRIW790101', 0.834), ('PARJ860101', 0.833), ('MEIH800101', 0.833), ('CORJ870108', 0.81), ('FUKS010102', 0.808), ('FUKS010104', 0.807), ('MUNV940103', 0.803), ('PARS000102', 0.803), ('CORJ870105', -0.807), ('PLIV810101', -0.808), ('NADH010105', -0.809), ('ROSG850101', -0.81), ('CHOP780202', -0.81), ('SWER830101', -0.811), ('CORJ870107', -0.811), ('NADH010103', -0.812), ('CORJ870102', -0.812), ('QIAN880120', -0.813), ('PONP800103', -0.82), ('MANP780101', -0.821), ('BIOV880102', -0.826), ('CORJ870106', -0.83), ('MIYS850101', -0.832), ('NADH010104', -0.834), ('MEEJ810101', -0.839), ('PONP800102', -0.842), ('LIFS790101', -0.843), ('FAUJ830101', -0.844), ('PONP800101', -0.845), ('RADA880108', -0.846), ('CORJ870101', -0.847), ('ROSG850102', -0.849), ('CIDH920103', -0.855), ('LIFS790103', -0.862), ('ROBB790101', -0.866), ('PONP930101', -0.869), ('PONP800108', -0.871), ('BAEK050101', -0.873), ('CASG920101', -0.874), ('BASU050101', -0.874), ('BIOV880101', -0.876), ('BASU050103', -0.88), ('CIDH920104', -0.884), ('CIDH920101', -0.885), ('WERD780101', -0.886), ('ZHOH040101', -0.899), ('NISK800101', -0.9), ('CIDH920105', -0.91), ('NISK860101', -0.919), ('CIDH920102', -0.925), ('BASU050102', -0.937), ('ZHOH040103', -0.939)]","Vihinen, M., Torkkila, E. and Riikonen, P.",Accuracy of protein flexibility predictions,"Proteins 19, 141-149 (1994)",PMID:8090708,indices,"O,Other properties"
VINM940103,"Normalized flexibility parameters (B-values) for each residue surrounded by one rigid neighbours (Vihinen et al., 1994)","[('VINM940101', 0.921), ('MIYS990104', 0.898), ('GUYH850102', 0.895), ('MIYS990103', 0.886), ('MIYS990105', 0.88), ('MEIH800101', 0.875), ('KRIW790101', 0.875), ('BHAR880101', 0.869), ('FASG890101', 0.868), ('GUYH850101', 0.865), ('KARP850102', 0.863), ('VINM940102', 0.855), ('OOBM770103', 0.845), ('MEIH800102', 0.841), ('RACS770102', 0.839), ('FUKS010104', 0.838), ('KARP850101', 0.837), ('KRIW790102', 0.836), ('RACS770101', 0.829), ('PARS000101', 0.823), ('MIYS990102', 0.818), ('MIYS990101', 0.817), ('FUKS010102', 0.809), ('PARS000102', 0.808), ('FAUJ830101', -0.804), ('NADH010106', -0.813), ('PONP800101', -0.813), ('CIDH920101', -0.814), ('BASU050103', -0.814), ('PONP800103', -0.817), ('PONP930101', -0.818), ('PONP800102', -0.82), ('NADH010102', -0.824), ('DESM900102', -0.824), ('CIDH920102', -0.826), ('MEIH800103', -0.83), ('CIDH920105', -0.832), ('CIDH920104', -0.835), ('NISK800101', -0.836), ('CORJ870101', -0.837), ('MIYS850101', -0.849), ('BASU050102', -0.856), ('RADA880108', -0.862), ('ZHOH040103', -0.882), ('NADH010103', -0.882), ('NADH010105', -0.884), ('BIOV880102', -0.889), ('NADH010104', -0.899), ('ROSG850102', -0.901), ('BIOV880101', -0.901), ('NISK860101', -0.903), ('BAEK050101', -0.906), ('CASG920101', -0.915), ('WERD780101', -0.926)]","Vihinen, M., Torkkila, E. and Riikonen, P.",Accuracy of protein flexibility predictions,"Proteins 19, 141-149 (1994)",PMID:8090708,indices,"O,Other properties"
VINM940104,"Normalized flexibility parameters (B-values) for each residue surrounded by two rigid neighbours (Vihinen et al., 1994)","[('VINM940101', 0.815), ('JANJ780103', 0.811), ('MEIH800102', 0.808), ('RACS770103', 0.804), ('DESM900102', -0.803), ('CORJ870101', -0.805), ('ROSG850102', -0.809), ('CASG920101', -0.81)]","Vihinen, M., Torkkila, E. and Riikonen, P.",Accuracy of protein flexibility predictions,"Proteins 19, 141-149 (1994)",PMID:8090708,indices,"O,Other properties"
MUNV940101,"Free energy in alpha-helical conformation (Munoz-Serrano, 1994)","[('MUNV940102', 0.964), ('ONEK900102', 0.861), ('RACS820114', 0.828), ('GEOR030109', 0.801), ('CHOP780201', -0.802), ('AURR980115', -0.807), ('AURR980108', -0.814), ('PALJ810102', -0.815), ('AURR980112', -0.819), ('AURR980114', -0.821), ('ROBB760101', -0.822), ('AURR980110', -0.822), ('KANM800103', -0.826), ('AURR980109', -0.828), ('ROBB760104', -0.831), ('MAXF760101', -0.833), ('QIAN880106', -0.835), ('FAUJ880113', -0.836), ('QIAN880109', -0.841), ('KANM800101', -0.846), ('RACS820108', -0.859), ('QIAN880108', -0.864), ('ISOY800101', -0.875), ('QIAN880107', -0.88), ('PTIO830101', -0.88), ('BLAM930101', -0.882), ('ONEK900101', -0.89), ('ROBB760103', -0.918)]","Munoz, V. and Serrano, L.","Intrinsic secondary structure propensities of the amino acids, using statistical phi-psi matrices: comparison with experimental scales","Proteins 20, 301-311 (1994)",PMID:7731949,indices,"A,alpha and turn propensities"
MUNV940102,"Free energy in alpha-helical region (Munoz-Serrano, 1994)","[('MUNV940101', 0.964), ('RACS820114', 0.877), ('ONEK900102', 0.86), ('AURR980108', -0.803), ('ROBB760104', -0.803), ('CHOP780201', -0.812), ('QIAN880105', -0.816), ('AURR980109', -0.818), ('AURR980114', -0.82), ('KANM800103', -0.823), ('PALJ810102', -0.824), ('FAUJ880113', -0.826), ('ROBB760101', -0.827), ('MAXF760101', -0.829), ('QIAN880108', -0.839), ('KANM800101', -0.843), ('PTIO830101', -0.844), ('AURR980110', -0.846), ('AURR980115', -0.852), ('AURR980112', -0.853), ('QIAN880106', -0.867), ('BLAM930101', -0.876), ('ISOY800101', -0.877), ('QIAN880107', -0.882), ('RACS820108', -0.894), ('ONEK900101', -0.91), ('ROBB760103', -0.913)]","Munoz, V. and Serrano, L.","Intrinsic secondary structure propensities of the amino acids, using statistical phi-psi matrices: comparison with experimental scales","Proteins 20, 301-311 (1994)",PMID:7731949,indices,"A,alpha and turn propensities"
MUNV940103,"Free energy in beta-strand conformation (Munoz-Serrano, 1994)","[('GEIM800110', 0.88), ('QIAN880134', 0.858), ('QIAN880133', 0.836), ('MIYS990103', 0.831), ('CORJ870108', 0.83), ('MIYS990104', 0.827), ('PARS000101', 0.826), ('QIAN880135', 0.82), ('LEVM780106', 0.815), ('VINM940101', 0.811), ('GEIM800108', 0.806), ('OOBM770103', 0.805), ('VINM940102', 0.803), ('GEIM800106', -0.8), ('PONP800102', -0.802), ('CORJ870102', -0.802), ('SWER830101', -0.802), ('NISK800101', -0.813), ('BASU050103', -0.814), ('MANP780101', -0.815), ('CORJ870101', -0.817), ('PONP800101', -0.819), ('CORJ870105', -0.829), ('PALJ810112', -0.83), ('ROBB760105', -0.832), ('CORJ870107', -0.832), ('BASU050102', -0.839), ('NISK860101', -0.84), ('GEIM800105', -0.841), ('PALJ810110', -0.845), ('BASU050101', -0.846), ('CORJ870106', -0.848), ('LEVM780102', -0.848), ('PRAM900103', -0.848), ('PALJ810103', -0.857), ('KANM800104', -0.857), ('PONP930101', -0.864), ('GEIM800107', -0.869), ('PALJ810104', -0.888), ('ROBB760106', -0.888), ('LEVM780105', -0.891), ('CHOP780202', -0.892), ('LIFS790103', -0.902), ('PTIO830102', -0.903), ('KANM800102', -0.916), ('AVBF000101', -0.917), ('QIAN880119', -0.927), ('QIAN880121', -0.938), ('LIFS790101', -0.941), ('QIAN880120', -0.959)]","Munoz, V. and Serrano, L.","Intrinsic secondary structure propensities of the amino acids, using statistical phi-psi matrices: comparison with experimental scales","Proteins 20, 301-311 (1994)",PMID:7731949,indices,"A,alpha and turn propensities"
MUNV940104,"Free energy in beta-strand region (Munoz-Serrano, 1994)","[('MUNV940105', 0.987), ('QIAN880134', 0.897), ('FINA910102', 0.896), ('TANS770104', 0.87), ('ISOY800104', 0.866), ('ONEK900102', 0.845), ('CHOP780213', 0.836), ('RACS820110', 0.831), ('QIAN880135', 0.819), ('AURR980119', 0.804), ('PTIO830101', -0.807), ('AVBF000101', -0.821), ('FAUJ880102', -0.824), ('ROBB760104', -0.84), ('BUNA790101', -0.865), ('BLAM930101', -0.904)]","Munoz, V. and Serrano, L.","Intrinsic secondary structure propensities of the amino acids, using statistical phi-psi matrices: comparison with experimental scales","Proteins 20, 301-311 (1994)",PMID:7731949,indices,"A,alpha and turn propensities"
MUNV940105,"Free energy in beta-strand region (Munoz-Serrano, 1994)","[('MUNV940104', 0.987), ('FINA910102', 0.911), ('QIAN880134', 0.899), ('ONEK900102', 0.876), ('TANS770104', 0.846), ('ISOY800104', 0.844), ('RACS820110', 0.833), ('QIAN880135', 0.829), ('CHOP780213', 0.826), ('PTIO830101', -0.833), ('ONEK900101', -0.839), ('ROBB760104', -0.859), ('BUNA790101', -0.874), ('BLAM930101', -0.925)]","Munoz, V. and Serrano, L.","Intrinsic secondary structure propensities of the amino acids, using statistical phi-psi matrices: comparison with experimental scales","Proteins 20, 301-311 (1994)",PMID:7731949,indices,"A,alpha and turn propensities"
WIMW960101,"Free energies of transfer of AcWl-X-LL peptides from bilayer interface to water (Wimley-White, 1996)","[('ZASB820101', 0.885), ('MEEJ800101', 0.838), ('CIDH920102', 0.837), ('MEEJ800102', 0.821), ('ZHOH040101', 0.821), ('NOZY710101', 0.818), ('PARJ860101', -0.804), ('VINM940101', -0.804), ('GRAR740102', -0.804), ('FUKS010102', -0.808), ('LEVM760101', -0.812), ('OOBM770103', -0.814), ('WOEC730101', -0.821), ('HOPT810101', -0.855)]","Wimley, W.C. and White, S.",Experimentally determined hydrophobicity scale for proteins at membrane interfaces,"Nature Structual biol. 3, 842-848 (1996)",PMID:8836100,indices,"H,Hydrophobicity"
KIMC930101,"Thermodynamic beta sheet propensity (Kim-Berg, 1993)","[('LEVM760104', 0.842), ('AVBF000101', -0.814), ('CHAM810101', -0.848), ('LEVM760103', -0.861), ('FAUJ880102', -0.886), ('AVBF000102', -0.9)]","Kim, C.A. and Berg, J.M.",Thermodynamic beta-sheet propensities measured using a zinc-finger host peptide,"Nature 362, 267-270 (1993)",PMID:8459852,indices,"B,beta propensity"
MONM990101,"Turn propensity scale for transmembrane helices (Monne et al., 1999)","[('PUNT030102', 0.839), ('PUNT030101', 0.839), ('GRAR740102', 0.831), ('KRIW790101', 0.83), ('ENGD860101', 0.82), ('PRAM900101', 0.82), ('MIYS990103', 0.809), ('NADH010105', -0.815), ('KYTJ820101', -0.842), ('DESM900101', -0.848), ('NADH010104', -0.848), ('DESM900102', -0.85), ('JURD980101', -0.853), ('NADH010101', -0.86), ('NADH010103', -0.862), ('NADH010102', -0.871)]","Monne, M., Hermansson, M. and von Heijne, G.",A turn propensity scale for transmembrane helices,"J. Mol. Biol. 288, 141-145 (1999)",PMID:10329132,indices,"A,alpha and turn propensities"
BLAM930101,"Alpha helix propensity of position 44 in T4 lysozyme (Blaber et al., 1993)","[('ONEK900101', 0.965), ('BUNA790101', 0.945), ('ROBB760103', 0.883), ('ROBB760104', 0.878), ('PTIO830101', 0.868), ('QIAN880108', 0.86), ('FAUJ880113', 0.839), ('QIAN880109', 0.828), ('CHOP780213', -0.824), ('QIAN880134', -0.836), ('TANS770104', -0.837), ('ISOY800104', -0.86), ('RACS820114', -0.862), ('AVBF000104', -0.872), ('MUNV940102', -0.876), ('MUNV940101', -0.882), ('GEOR030109', -0.889), ('MUNV940104', -0.904), ('MUNV940105', -0.925), ('FINA910102', -0.961), ('ONEK900102', -0.974)]","Blaber, M., Zhang, X.J. and Matthews, B.W.",Structural basis of amino acid alpha helix propensity,"Science 260, 1637-1640 (1993)",PMID:8503008,indices,"A,alpha and turn propensities"
PARS000101,"p-Values of mesophilic proteins based on the distributions of B values (Parthasarathy-Murthy, 2000)","[('VINM940101', 0.919), ('VINM940102', 0.917), ('MIYS990104', 0.903), ('MIYS990103', 0.879), ('MIYS990105', 0.877), ('OOBM770103', 0.864), ('CORJ870108', 0.854), ('KARP850102', 0.852), ('GUYH850102', 0.839), ('GEIM800110', 0.831), ('MIYS990102', 0.83), ('MIYS990101', 0.83), ('MUNV940103', 0.826), ('VINM940103', 0.823), ('GUYH850103', 0.822), ('KARP850101', 0.816), ('MEIH800101', 0.813), ('PARJ860101', 0.812), ('RACS770101', 0.804), ('KRIW790101', 0.804), ('CORJ870104', -0.8), ('ROSG850101', -0.805), ('QIAN880121', -0.809), ('BIOV880102', -0.813), ('CORJ870103', -0.815), ('BIOV880101', -0.819), ('ROBB790101', -0.819), ('ROSG850102', -0.82), ('BASU050103', -0.82), ('BAEK050101', -0.821), ('CIDH920103', -0.821), ('MIYS850101', -0.821), ('CASG920101', -0.826), ('NOZY710101', -0.829), ('NISK800101', -0.832), ('BASU050101', -0.835), ('LIFS790101', -0.844), ('ZHOH040101', -0.845), ('SWER830101', -0.846), ('ZHOH040103', -0.846), ('CORJ870102', -0.848), ('PONP930101', -0.849), ('WERD780101', -0.853), ('CIDH920105', -0.86), ('LIFS790103', -0.861), ('QIAN880120', -0.863), ('BASU050102', -0.864), ('CORJ870107', -0.865), ('CIDH920102', -0.871), ('CIDH920101', -0.877), ('CORJ870105', -0.878), ('NISK860101', -0.884), ('CORJ870106', -0.891)]","Parthasarathy, S. and Murthy, M.R.",Protein thermal stability: insights from atomic displacement parameters (B values),"Protein Eng. 13, 9-13 (2000)",PMID:10679524,indices,"O,Other properties"
PARS000102,"p-Values of thermophilic proteins based on the distributions of B values (Parthasarathy-Murthy, 2000)","[('VINM940101', 0.877), ('FUKS010102', 0.868), ('FUKS010104', 0.85), ('VINM940103', 0.808), ('VINM940102', 0.803), ('NISK800101', -0.814), ('CORJ870101', -0.85), ('CASG920101', -0.859)]","Parthasarathy, S. and Murthy, M.R.",Protein thermal stability: insights from atomic displacement parameters (B values),"Protein Eng. 13, 9-13 (2000)",PMID:10679524,indices,"O,Other properties"
KUMS000101,"Distribution of amino acid residues in the 18 non-redundant families of thermophilic proteins (Kumar et al., 2000)","[('KUMS000102', 0.971), ('FUKS010110', 0.947), ('FUKS010109', 0.894), ('JUKT750101', 0.879), ('CEDJ970104', 0.871), ('DAYM780101', 0.866), ('JOND920101', 0.863), ('NAKH900101', 0.856), ('JUNJ780101', 0.854), ('CEDJ970101', 0.83), ('CEDJ970102', 0.826), ('FUKS010111', 0.826), ('NAKH920107', 0.8)]","Kumar, S., Tsai, C.J. and Nussinov, R.",Factors enhancing protein thermostability,"Protein Eng. 13, 179-191 (2000)",PMID:10775659,indices,"O,Other properties"
KUMS000102,"Distribution of amino acid residues in the 18 non-redundant families of mesophilic proteins (Kumar et al., 2000)","[('KUMS000101', 0.971), ('JUKT750101', 0.948), ('FUKS010110', 0.943), ('JUNJ780101', 0.927), ('DAYM780101', 0.925), ('CEDJ970101', 0.914), ('JOND920101', 0.909), ('CEDJ970104', 0.908), ('FUKS010111', 0.898), ('NAKH900101', 0.894), ('CEDJ970102', 0.881), ('FUKS010109', 0.85), ('NAKH920107', 0.839), ('NAKH900109', 0.837), ('FUKS010112', 0.819), ('CEDJ970103', 0.812)]","Kumar, S., Tsai, C.J. and Nussinov, R.",Factors enhancing protein thermostability,"Protein Eng. 13, 179-191 (2000)",PMID:10775659,indices,"O,Other properties"
KUMS000103,"Distribution of amino acid residues in the alpha-helices in thermophilic proteins (Kumar et al., 2000)","[('KUMS000104', 0.961), ('FUKS010110', 0.827)]","Kumar, S., Tsai, C.J. and Nussinov, R.",Factors enhancing protein thermostability,"Protein Eng. 13, 179-191 (2000)",PMID:10775659,indices,"O,Other properties"
